id,cle_stable,categorie,offset_ou_pointeur,ligne_script,layout,intervenant,texte_francais,texte_chinois_source,traduction_anglaise_rom_anglaise,confiance_alignement,historique_traduction,naturalise,corrige_d_apres_le_chinois,votre_verdict,votre_commentaire
D0873,MAIN:0x03DC38,Dialogue en jeu,0x03DC38,3374,dialogue_19_19,MORGANE,MORGANE : Le Badge Marais et la CT40 sont à toi ! Vague Psy inflige de gros dégâts psychiques.,娜梅:好吧金色徽章就给你吧!还有技能机器40也拿去吧.技能机器40是精神波动!强大的念力使对方受到巨大的伤害,A loss is a loss. You have earned theMarshbadge. Please take this TM too.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0874,MAIN:0x03DC83,Dialogue en jeu,0x03DC83,3380,dialogue_19_19,,Badge Marais reçu !,得到金色徽章,Got TM 40!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0875,MAIN:0x03DC8E,Dialogue en jeu,0x03DC8E,3381,dialogue_19_19,,CT40 reçue !,得到技能机器40,That TM teaches Psybeam.,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0876,MAIN:0x03DCAA,Dialogue en jeu,0x03DCAA,3382,dialogue_19_19,MORGANE,"MORGANE :
Encore toi ? Pff !",娜梅:你还有什么事嘛!讨厌!,All people have Psychic power. Theyjust don't know it.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0877,MAIN:0x03DCE4,Dialogue en jeu,0x03DCE4,5893,dialogue_19_19,,Je crois que tu as compris !,游泳男:我想你已经知道了!,Yowch!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0878,MAIN:0x03DCEB,Dialogue en jeu,0x03DCEB,3388,dialogue_19_19,,Hein ? J'entends mal !,滑雪男:什么我耳朵不好!,I tried diving for Pok@mon.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0879,MAIN:0x03DD07,Dialogue en jeu,0x03DD07,3393,dialogue_19_19,,"Cette fois,
j'ai bien entendu.",滑雪男:现在听到了,You have to fish for Pok@mon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0880,MAIN:0x03DD27,Dialogue en jeu,0x03DD27,3403,dialogue_19_19,,Déjà allé aux Îles Écume ?,滑雪女:你到过双子岛吗?,Seafoam's a quiet getaway.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0881,MAIN:0x03DD43,Dialogue en jeu,0x03DD43,3408,dialogue_19_19,,On raconte qu'un Pokémon légendaire vivrait là...,滑雪女:传说里面有传说中的精灵...,Quit it!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0882,MAIN:0x03DD4C,Dialogue en jeu,0x03DD4C,3409,dialogue_19_19,,Encore toi ?,成熟姐姐:又是你?,Wait! Be careful!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0883,MAIN:0x03DD5E,Dialogue en jeu,0x03DD5E,3410,dialogue_19_19,,Tu ne veux pas sortir avec moi ?,"成熟姐姐:如何,不想和我约会吗",Watch out for Tentacool!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0884,MAIN:0x03DD77,Dialogue en jeu,0x03DD77,3419,dialogue_19_19,ARTIKODIN,ARTIKODIN : ...,急冻鸟:......,Articuno: Gyaoo!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0885,MAIN:0x03DD88,Dialogue en jeu,0x03DD88,3420,dialogue_19_19,,T'es trop mignon !,游泳女:好可爱的样子,Can't you swim?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0886,MAIN:0x03DD98,Dialogue en jeu,0x03DD98,5493,dialogue_19_19,,Ah bon ? Dommage...,游泳女:是吗?太可惜了...,Torpedoed!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0887,MAIN:0x03DDA3,Dialogue en jeu,0x03DDA3,3421,dialogue_19_19,,Je suis plus beau que toi !,游泳男:我比你长的帅!,Are you on vacationtoo?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0888,MAIN:0x03DDBB,Dialogue en jeu,0x03DDBB,3422,dialogue_19_19,,"En fait,
t'es le plus beau !",游泳男:原来你长的比我还帅啊!,No mercy at all!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0889,MAIN:0x03DDCC,Dialogue en jeu,0x03DDCC,3423,dialogue_19_19,,La mer est la source de toute vie.,游泳男:大海是所有生命的源泉,Check out my buff physique!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0890,MAIN:0x03DDE9,Dialogue en jeu,0x03DDE9,3424,dialogue_19_19,,"J'ai compris !
Tu avais raison.",游泳男:我明白了!你说的都是对的,I should buff my Pok@mon up too!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0891,MAIN:0x03DE0C,Dialogue en jeu,0x03DE0C,3425,dialogue_19_19,,Où vas-tu ?,游泳女:你要去哪里?,I rode my Pok@mon here!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0892,MAIN:0x03DE25,Dialogue en jeu,0x03DE25,5410,dialogue_19_19,,Va où tu veux. Ça m'est égal.,游泳女:你去哪里我管不着...,Oh no!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0893,MAIN:0x03DE2C,Dialogue en jeu,0x03DE2C,3430,dialogue_19_19,,Cesse de me fixer !,游泳女:不要盯着人家看!,My boyfriend gave me pearls!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0894,MAIN:0x03DE4A,Dialogue en jeu,0x03DE4A,3431,dialogue_19_19,,"Vas-y, regarde tant que tu veux.",游泳女:请随便看,They grew inside a Cloyster!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0895,MAIN:0x03DE67,Dialogue en jeu,0x03DE67,3440,dialogue_19_19,,Que veux-tu ?,游泳女:你想干什么?,I'm swimming to Cinnabar Island!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0896,MAIN:0x03DE8B,Dialogue en jeu,0x03DE8B,3441,dialogue_19_19,,"Finalement, fais comme tu veux.",游泳女:想干什么都可以啦,I'm so disappointed,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0897,MAIN:0x03DE9F,Dialogue en jeu,0x03DE9F,3446,dialogue_19_19,,On joue ensemble ?,游泳男:和我一起玩吧!,Cinnabar has a lab for Pok@mon.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0898,MAIN:0x03DEBF,Dialogue en jeu,0x03DEBF,3455,dialogue_19_19,,Désolé... Je sais que tu es occupé.,"游泳男:对不起,我知道你很忙",Cinnabar is a volc-anic island!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0899,MAIN:0x03DEDF,Dialogue en jeu,0x03DEDF,3461,dialogue_19_19,,Salut ! J'étudie les fossiles rares. T'aurais un fossile pour moi ?,博士:我一直都在研究珍贵的化石你有不错的化石吗?,"Hi,I study Pok@mon!You have a fossil for me?",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0900,MAIN:0x03DF87,Dialogue en jeu,0x03DF87,3466,dialogue_19_19,,"Fossile Nautile !
Celui d'Amonita !
Je le ressusciterai
avec ma machine.
Confie-le-moi !",博士:啊?这个是古代菊石兽的化石!!如果使用我的再生机器一定可以让他复活!!把化石交给我吧,Oh! That's a Helix Fossil! It is a fossil of Omanyte!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0901,MAIN:0x03DFC0,Dialogue en jeu,0x03DFC0,3479,dialogue_19_19,,Amonita revit !,再生机器再生出菊石兽,My Resurrection machine will give Omanyte new life!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0902,MAIN:0x03DFF8,Dialogue en jeu,0x03DFF8,3488,dialogue_19_19,,Amonita reçu !,得到菊石兽,Got Omanyte!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0903,MAIN:0x03E005,Dialogue en jeu,0x03E005,3489,dialogue_19_19,,"Fossile Dôme !
Il contient Kabuto.
Je le ressusciterai
avec ma machine.
Confie-le-moi !",博士:啊?这个是古代化石盔的化石!!如果使用我的再生机器一定可以让他复活!!把化石交给我吧,Oh! That's a Dome Fossil! It is a fossil of Kabuto!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0904,MAIN:0x03E03E,Dialogue en jeu,0x03E03E,3502,dialogue_19_19,,"Ma machine va
réanimer Kabuto !",再生机器再生出化石盔,My Resurrection machine will give Kabuto new life!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0905,MAIN:0x03E076,Dialogue en jeu,0x03E076,3507,dialogue_19_19,,Kabuto reçu !,得到化石盔,Got Kabuto!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0906,MAIN:0x03E082,Dialogue en jeu,0x03E082,3513,dialogue_19_19,,Je me croyais seul.,小偷:这种地方没想到还有人,Who're you!?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0907,MAIN:0x03E08F,Dialogue en jeu,0x03E08F,3514,dialogue_19_19,,J'avais tort...,小偷:我知道错了...,I don't know about a key!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0908,MAIN:0x03E0A9,Dialogue en jeu,0x03E0A9,3515,dialogue_19_19,,Le volcan a détruit ce laboratoire.,研究员:这个研究所被火山给毁了,My Mentor used to live here.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0909,MAIN:0x03E0C7,Dialogue en jeu,0x03E0C7,3520,dialogue_19_19,,Il doit encore y avoir des Pokémon rares ici...,研究员:这里面应该有珍稀的精灵...,He discovered a NewPok@mon and named it Mew.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0910,MAIN:0x03E0F5,Dialogue en jeu,0x03E0F5,3525,dialogue_19_19,,Tu fais quoi ici ?,研究员:你来干什么,We used Mew's DNA to create a clone!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0911,MAIN:0x03E11B,Dialogue en jeu,0x03E11B,3526,dialogue_19_19,,Visite librement.,研究员:请随便参观,"We named the new Pok@mon, Mewtwo.",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0912,MAIN:0x03E13F,Dialogue en jeu,0x03E13F,3532,dialogue_19_19,,Quelle imprudence !,研究员:真不小心...,Mewtwo is far too powerful.We failed to curb its vicioustendencies...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0913,MAIN:0x03E186,Dialogue en jeu,0x03E186,3542,dialogue_19_19,,"Zut !
Tu m'as trouvé !",小偷:糟了!被发现了,This place is huge!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0914,MAIN:0x03E19A,Dialogue en jeu,0x03E19A,3543,dialogue_19_19,,Épargne-moi !,小偷:放过我吧,I wonder where my partner went.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0915,MAIN:0x03E1BB,Dialogue en jeu,0x03E1BB,3549,dialogue_19_19,,"Salut !
Champion en herbe !
Auguste maîtrise
les Pokémon Feu !",裁判:未来的冠军!热情的阿桂是炎系的行家,Yo Champ! Blaine isa fire Pok@mon pro!Douse his spirits with water!,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0916,MAIN:0x03E200,Dialogue en jeu,0x03E200,3563,dialogue_19_19,,"Les Pokémon Feu,
j'adore ça !",研究员:反正就是喜欢炎系的精灵!,I'll tell you how to get to Blaine ifyou beat me!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0917,MAIN:0x03E233,Dialogue en jeu,0x03E233,3569,dialogue_19_19,,Je brûle...,研究员:烧起来了...,These computers operate the doors.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0918,MAIN:0x03E259,Dialogue en jeu,0x03E259,3574,dialogue_19_19,,"Le type Feu est
le plus fort !",研究员:火系是最强的!!,"I'll win, I have studied hard!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0919,MAIN:0x03E27A,Dialogue en jeu,0x03E27A,3575,dialogue_19_19,,"J'ai encore tant
à étudier...",研究员:还需要多做点研究...,Waah! My Studies!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0920,MAIN:0x03E28C,Dialogue en jeu,0x03E28C,3581,dialogue_19_19,,Tu crois pouvoir passer ?,研究员:能过我这关吗?,I just like using fire Pok@mon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0921,MAIN:0x03E2AD,Dialogue en jeu,0x03E2AD,3586,dialogue_19_19,,Ha ha ! Tu peux passer.,研究员:哈哈你可以过去了,Too hot to handle!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0922,MAIN:0x03E2C0,Dialogue en jeu,0x03E2C0,3587,dialogue_19_19,,"Chacun a ses goûts.
Tu les connais ?",研究员:你知道精灵喜欢什么吗?,Fire's weak againstwater!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0923,MAIN:0x03E2DA,Dialogue en jeu,0x03E2DA,3593,dialogue_19_19,,Comment est-ce possible...,研究员:怎么会...,Fire melts ice!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0924,MAIN:0x03E2EA,Dialogue en jeu,0x03E2EA,3594,dialogue_19_19,,"J'ai vu beaucoup
d'Arènes. Celle-ci
est parfaite
pour un vol !",小偷:去过许多道馆这个道馆最适合偷了,I know why Blaine'sa trainer!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0925,MAIN:0x03E308,Dialogue en jeu,0x03E308,3607,dialogue_19_19,,Quelle chaleur !,小偷:好热,A fiery bird helpedBlaine off a mount-ain when he was lost!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0926,MAIN:0x03E347,Dialogue en jeu,0x03E347,3617,dialogue_19_19,,J'étais voleur. J'ai changé de vie.,"小偷:以前我是小偷,如今金盆洗手了",This is my favoritegym of all!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0927,MAIN:0x03E366,Dialogue en jeu,0x03E366,3618,dialogue_19_19,,Ha ha ! Tu peux passer.,小偷:哈哈你可以过去了,Yowza! Too hot!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0928,MAIN:0x03E376,Dialogue en jeu,0x03E376,3620,dialogue_19_19,AUGUSTE,AUGUSTE : Je suis le fougueux Champion de Cramois'Île ! Admire mes Pokémon Feu !,阿桂:我是热情的男子汉!!这个火焰之岛红莲岛道馆的馆主就是我!!看看我的火焰精灵的厉害!,I am Cinnabar Gym Leader Blaine! My Pok@mon will incin-erate all those whochallenge me!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0929,MAIN:0x03E3D0,Dialogue en jeu,0x03E3D0,3626,dialogue_19_19,AUGUSTE,"AUGUSTE : Bravo !
Le Badge Volcan
augmente l'Attaque
de tes Pokémon.",阿桂:哈哈你更适合拥有红色徽章!我输的心服口服...红色徽章能提高你所有精灵的攻击力,I've burnt out! Youearned the Volcano Badge! Congratulations!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0930,MAIN:0x03E41A,Dialogue en jeu,0x03E41A,3647,dialogue_19_19,,Mon équipe de Magicarpe est imbattable !,游泳男:我的鲤鱼王队伍天下无双!,I'm in a triathlon meet!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0931,MAIN:0x03E433,Dialogue en jeu,0x03E433,3652,dialogue_19_19,,"Quelle défaite
cuisante...",游泳男:真糟糕...大败了,Man I'm beat!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0932,MAIN:0x03E441,Dialogue en jeu,0x03E441,3658,dialogue_19_19,,"Encore un peu :
Bourg Palette est
tout près...",游泳男:再过去就是真新镇了...,The sea cleanses the body and soul!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0933,MAIN:0x03E467,Dialogue en jeu,0x03E467,3673,dialogue_19_19,,"Bourg Palette ?
C'est chez toi !",游泳男:你的家就在真新镇啊,I like mountains as well.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0934,MAIN:0x03E483,Dialogue en jeu,0x03E483,3685,dialogue_19_19,,"Rien qu'à te voir,
tu m'énerves !",游泳男:我看见你的样子就不爽,I caught all my Pok@mon at sea!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0935,MAIN:0x03E4A6,Dialogue en jeu,0x03E4A6,3686,dialogue_19_19,,"Même battu, je ne changerai pas d'avis !",游泳男:别以为你打败我就会改口!!,Where'd you catch your Pok@Mon?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0936,MAIN:0x03E4C7,Dialogue en jeu,0x03E4C7,3691,dialogue_19_19,,"Tu te crois fort ?
Je vais te casser
les dents !","游泳男:不自量力的家伙,看我打的你满地找牙!!",Ahh! Feel the sun and the wind!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0937,MAIN:0x03E4E8,Dialogue en jeu,0x03E4E8,3700,dialogue_19_19,,J'avais tort...,游泳男:我错了...,I'm sunburnt to a crisp!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0938,MAIN:0x03E502,Dialogue en jeu,0x03E502,3701,dialogue_19_19,,"Salut ! Ça te dit, un combat ?","游泳女:你好,比试一?",Swimming's great exercise!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0939,MAIN:0x03E51F,Dialogue en jeu,0x03E51F,3706,dialogue_19_19,,C'est rageant...,游泳女:真不甘心,It sure wears me out though.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0940,MAIN:0x03E53E,Dialogue en jeu,0x03E53E,3709,dialogue_19_19,,"Halte !
Tu restes ici !",空手道:我不会让你再前进的!,Rrrroar!I'm workingmyself into a rage!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0941,MAIN:0x03E565,Dialogue en jeu,0x03E565,3713,dialogue_19_19,,"Tu vises la Ligue ?
Quel courage !
N'aie pas peur.",空手道:目标是精灵联盟啊!有志气的小孩!训兽师:不要怕,Grr! I'm still not worthy!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0942,MAIN:0x03E580,Dialogue en jeu,0x03E580,3720,dialogue_19_19,DOMPTEUR,"DOMPTEUR : Sans PV, le Boss te bat ! KARATÉKA : Ma rage est au comble !",训兽师:没有体力是不能赢老大的!空手道:我的愤怒已到最高点!,Karate is the ultimate form of martial arts!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0943,MAIN:0x03E5B4,Dialogue en jeu,0x03E5B4,3725,dialogue_19_19,KARATÉKA,"KARATÉKA : Je dois
progresser...
DOMPTEUR :
Je les comprends !",空手道:练习还不够啊...训兽师:我与精灵之间的沟通是最在行的!,If my Pok@mon were as good at karate as I...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0944,MAIN:0x03E5E2,Dialogue en jeu,0x03E5E2,3737,dialogue_19_19,DOMPTEUR,DOMPTEUR : Je t'en prie... KARATÉKA : Viens !,训兽师:请...空手道:来吧!!,Pok@mon and I make wonderful music together!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0945,MAIN:0x03E612,Dialogue en jeu,0x03E612,3743,dialogue_19_19,KARATÉKA,KARATÉKA : Si j'étais fort comme le Boss ! DOMPTEUR : On s'en va !,空手道:如果我能像老大那么强就好了!训兽师:差不多该走了!,Do you know the identity of our GymLeader?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0946,MAIN:0x03E640,Dialogue en jeu,0x03E640,3748,dialogue_19_19,DOMPTEUR,DOMPTEUR : Bats notre Boss et file à la Ligue ! GIOVANNI : Ha ha ! Encore toi...,"训兽师:如果你能胜我们老大的话就能朝精灵联盟前进!老大:哈哈,又见面了...",Heh! You must be running out of steam by now!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0947,MAIN:0x03E674,Dialogue en jeu,0x03E674,3749,dialogue_19_19,SACHA,"SACHA :
Tu diriges
la Team Rocket
et l'Arène ?",小智:火箭队的老大??难道你是这个道馆的主人?,You need power to keep up with our Gym Leader!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
