pointer_reference_hex,chinese_target_hex,chinese_record_index,chinese_text,english_target_hex,english_entry_index,english_offset_hex,english_storage,english_text,fidelity_status,review_note
0x03CEDA,0x03D499,1760,"
忍者:我很久没这么认真了",0x03D39A,1677,0x03D39A,ascii,I still have a lot to learn.,pending_semantic_review,
0x03CEDC,0x03D4B2,1761,"
忍者:这个道馆的首领很厉害,你最好小心",0x03D341,1674,0x03D341,ascii,I joined to become a ninja!,pending_semantic_review,
0x03CEDE,0x03D4D8,1762,"
忍者:看来是我多心了...",0x03D35D,1675,0x03D35D,ascii,I'll keep training under Koga!,pending_semantic_review,
0x03CEE0,0x03D4F0,1763,"
乔:你这种小子就想向我挑战?自讨苦吃!!中了毒就只有死路一条!!让你知道毒的艺术!!",0x03D41F,1682,0x03D41F,ascii,I shall show you true terror as a ninja master!,pending_semantic_review,
0x03CEE2,0x03D53E,1764,"
乔:你小子有一套,那么这个浅红徽章就交给你了,有了浅红徽章就能在大海中使用冲浪术了!",0x03D453,1683,0x03D453,ascii,The Soulbadge lets you use Surf out- side of battle. Congratulations.,pending_semantic_review,
0x03CEE4,0x03D590,1765,"
服务员:欢迎来到狩猎场!在这广大的狩猎广场有很多特有的宠物精灵,一次500元!要进去吗?",0x03D49D,1684,0x03D49D,ascii,"Welcome to the Safari Zone! For $500,you can catch all the Pok@mon youwant!",pending_semantic_review,
0x03CEE6,0x03D5E2,1766,"
是嘛!那下次再来啊!",0x03D4EF,1685,0x03D4EF,ascii,Come again!,pending_semantic_review,
0x03CEE8,0x03D5F6,1767,"
那么请进收您500元!祝您好运!!",0x03D4FB,1686,0x03D4FB,ascii,That'll be $500!,pending_semantic_review,
0x03CEEA,0x03D614,1768,"
男孩:这里是最深处平时都没有人会来,我就送件礼物给你吧!",0x03D50C,1687,0x03D50C,ascii,Congratulations!Youfound the Secret House!,pending_semantic_review,
0x03CEEC,0x03D64B,1769,"
得到特技03冲浪术",0x03D539,1688,0x03D539,ascii,Got HM03!,pending_semantic_review,
0x03CEEE,0x03D65D,1770,"
男孩:特技03是冲浪术,你可以坐在宠物精灵身上通过水面!而且这个技能机器是用后也不会消失的!能拿到这么好的奖品你还真是幸运!",0x03D543,1689,0x03D543,ascii,HM03 is Surf! Pok@-mon can carry you across water using Surf!,pending_semantic_review,
0x03CEF0,0x03D6D4,1771,"
得到金牙",0x03D582,1690,0x03D582,ascii,Gold Teeth!,pending_semantic_review,
0x03CEF2,0x03D6DE,1772,"
园长:哎呀我的金牙不知道到哪里去了...不会掉到狩猎区去了吧...",0x03D58E,1691,0x03D58E,ascii,Hif fuff hefifoo! Heff hee fwee!,pending_semantic_review,
0x03CEF4,0x03D71B,1773,"
园长:那个是我的金牙!!抱歉真是谢谢你的帮助!不要对任何人说哦,我的假牙丢了连办公室都不敢去露脸呢!为了谢谢你给你个好东西!",0x03D5B0,1692,0x03D5B0,ascii,(Ash gave the teethto the Warden). Thanks kid! No one could understand a word I said. Here take this!,pending_semantic_review,
0x03CEF6,0x03D792,1774,"
得到秘传04怪力术",0x03D61A,1693,0x03D61A,ascii,Got HM04!,pending_semantic_review,
0x03CEF8,0x03D7A4,1775,"
园长:秘传04是怪力术,能推开挡路的大石头!!",0x03D624,1694,0x03D624,ascii,Strength lets Pok@-mon move boulders!,pending_semantic_review,
0x03CEFA,0x03D7CE,1776,"
守卫:好渴啊...想喝水...什么?这个矿泉水真的要送给我??好吧为了答谢你就特别的放你过去吧...",0x03C493,1567,0x03C493,ascii,"Boy! I'm parched! Huh?I can have thisdrink? Thanks! If you want to go to Saffron, you can goon through.",pending_semantic_review,
0x03CEFC,0x03D827,1777,"
火箭队:小鬼滚一边去!!",0x03D827,1717,0x03D827,graphical_codes,<B5A2><B5A3><B5A4>:<B0B6><B7B2><B9E7><B1D1><B4D5><B0C7>!!,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03CEFE,0x03D83E,1778,"
火箭队:在那边的小鬼别到这里徘徊!!",0x03C4FE,1568,0x03C4FE,ascii,What are you doing here kid!?,pending_semantic_review,
0x03CF00,0x03D861,1779,"
火箭队:老大想侵占这栋新力公司...",0x03C51C,1569,0x03C51C,ascii,Silph Co.will mergewith Team Rocket!,pending_semantic_review,
0x03CF02,0x03D883,1780,"
火箭队:我就是火箭队四兄弟之一!",0x03C541,1570,0x03C541,ascii,Go home kid!,pending_semantic_review,
0x03CF04,0x03D8A3,1781,"
火箭队:如果控制了新力就能把宠物精灵卖个好价钱!",0x03C54E,1571,0x03C54E,ascii,You're good.,pending_semantic_review,
0x03CF06,0x03D8D3,1782,"
火箭队:妨碍我的家伙,太可恶了!!",0x03C55B,1572,0x03C55B,ascii,Kids aren't allowedin here!,pending_semantic_review,
0x03CF08,0x03D8F3,1783,"
火箭队:我错了...",0x03C577,1573,0x03C577,ascii,Why do you fight us?,pending_semantic_review,
0x03CF0A,0x03D905,1784,"
火箭队:发现可疑的家伙!!",0x03C58E,1574,0x03C58E,ascii,That's far enough kid!,pending_semantic_review,
0x03CF0C,0x03D91E,1785,"
火箭队:你到底是什么人?",0x03C5A6,1575,0x03C5A6,ascii,I work for Silph and Team Rocket!,pending_semantic_review,
0x03CF0E,0x03D936,1786,"
火箭队:又是你在这里捣乱!?",0x03C66F,1582,0x03C66F,ascii,We have control of Silph Co.!,pending_semantic_review,
0x03CF10,0x03D951,1787,"
火箭队:请随便看...",0x03C68D,1583,0x03C68D,ascii,Boss has been afterthis place!,pending_semantic_review,
0x03CF12,0x03D965,1788,"
火箭队:没见过的家伙",0x03C5F0,1578,0x03C5F0,ascii,I was a scientist for Silph.,pending_semantic_review,
0x03CF14,0x03D97A,1789,"
火箭队:打倒我你就满足了吗?我是不会让你赢的",0x03C60E,1579,0x03C60E,ascii,"Team Rocket said ifI helped them, theywould let me study Pok@mon!",pending_semantic_review,
0x03CF16,0x03D9A6,1790,"
火箭队:能来到这里你还真有办法...",0x03C5CA,1576,0x03C5CA,ascii,"Quit messing with us,kid!",pending_semantic_review,
0x03CF18,0x03D9C8,1791,"
火箭队:我真要夸奖你能顺利到这来,但社长室可没这么容易让你过去",0x03C5E5,1577,0x03C5E5,ascii,I give up!,pending_semantic_review,
0x03CF1A,0x03DA06,1792,"
火箭队:这个新力公司被我们火箭队占据了!!",0x03C650,1580,0x03C650,ascii,Intruder spotted!,pending_semantic_review,
0x03CF1C,0x03DA2F,1793,"
火箭队:火箭队万岁!",0x03C662,1581,0x03C662,ascii,Who are you?,pending_semantic_review,
0x03CF1E,0x03DA43,1794,"
火箭队:你想干什么?",0x03C6AC,1584,0x03C6AC,ascii,My Pok@mon are my loyal soldiers!,pending_semantic_review,
0x03CF20,0x03DA57,1795,"
火箭队:可恶的家伙",0x03C6CF,1585,0x03C6CF,ascii,Darn these weak Pok@mon!,pending_semantic_review,
0x03CF22,0x03DA6A,1796,"
火箭队:新力已经是我们的了",0x03C722,1588,0x03C722,ascii,There shouldn't be any children here!,pending_semantic_review,
0x03CF24,0x03DA85,1797,"
火箭队:别打我,我也是被逼的...",0x03C748,1589,0x03C748,ascii,It's a long way to our boss!,pending_semantic_review,
0x03CF26,0x03DAA4,1798,"
大姐头:老大已经在这里我们就没有什么好害怕的!!",0x03C6EB,1586,0x03C6EB,ascii,Show Team Rocket a little respect!,pending_semantic_review,
0x03CF28,0x03DAD3,1799,"
大姐头:我是新力的社员同时也是火箭队的一员",0x03C70E,1587,0x03C70E,ascii,Disrespectful brat!,pending_semantic_review,
0x03CF2A,0x03DAFE,1800,"
火箭队:我也是火箭队四兄弟其中之一!",0x03C861,1592,0x03C861,ascii,I heard a kid was wandering around.,pending_semantic_review,
0x03CF2C,0x03DB22,1801,"
火箭队:算了,我弟弟会为我报仇的!",0x03C886,1593,0x03C886,ascii,Blast it!,pending_semantic_review,
0x03CF2E,0x03DB43,1802,"
火箭队:刚刚有消息说有小孩在这附近徘徊!",0x03C8B1,1596,0x03C8B1,ascii,Oh ho! I smell a rat!,pending_semantic_review,
0x03CF30,0x03DB6B,1803,"
火箭队:不要反抗火箭队的好...",0x03C8C9,1597,0x03C8C9,ascii,You are a skilled trainer!,pending_semantic_review,
0x03CF32,0x03DB89,1804,"
火箭队:你敢小看我?",0x03C890,1594,0x03C890,ascii,You dare betray us?,pending_semantic_review,
0x03CF34,0x03DB9D,1805,"
火箭队:小看就小看吧",0x03C8A4,1595,0x03C8A4,ascii,You traitor!,pending_semantic_review,
0x03CF36,0x03DBB2,1806,"
小茂:等你很久了小智!!我就知道在这等你会出现的!好像被火箭队为难了!反正与我无关!!让我看看你底有没有变强!",0x03C765,1590,0x03C765,ascii,"What kept you Ash? Haha! I guess Team Rocket slowed you down! I saw you in Saffron,so I wantedto see if you got better!",pending_semantic_review,
0x03CF38,0x03DC1A,1807,"
小茂:开玩笑...那小智我先走了...我还要去精灵联盟挑战最强的四天王啊!!小智你也要加油喔!再见了!!",0x03C7DF,1591,0x03C7DF,ascii,"Well,Ash!I'm movingon up,I'm going to the Pok@mon League to boot out the Elite Four! Good luck to ya Ash! Smell ya later!",pending_semantic_review,
0x03CF3A,0x03DC78,1808,"
火箭队:等等!老大在谈重要的事不能让你去打扰!",0x03C8E5,1598,0x03C8E5,ascii,Jessie: Stop right there twerp! Jessie:Render your-self invisible or prepare to fight! Meowth:That's right,pending_semantic_review,
0x03CF3C,0x03DCA5,1809,"
小智:你们是?",0x03C958,1599,0x03C958,ascii,Team Rocket: Looks like Team Rocket's blasting off again!,pending_semantic_review,
0x03CF5A,0x03DE0A,1824,"
老大:哦?小智啊?又见面了...我现在在和新力的社员谈工作的事情.大人的世界小孩千万别插嘴!不然会很难看的!",0x03C992,1600,0x03C992,ascii,Ash! We meet again!The President and Iare discussing a vital proposition. Keep your nose out of grown up matters...or experience a world of pain!,pending_semantic_review,
0x03CF5C,0x03DE6F,1825,"
老大:混蛋!没办法只好暂时放弃新力!我们火箭队是不灭的!所有的怪兽是为我们火箭队而存在的!小智你千万不要忘了!我先走了!!",0x03CA26,1601,0x03CA26,ascii,"Blast! You ruined our plans for SilphBut, Team Rocket will never fall! Ash! All Pok@mon exist for Team Rocket! I shall return!",pending_semantic_review,
0x03CF5E,0x03DEE3,1826,"
秘书:呀真是谢谢你的相救!我和社长充满感激啊!",0x03CAB3,1602,0x03CAB3,ascii,Thank you for resc-uing us! We admire your courage.,pending_semantic_review,
0x03CF60,0x03DF10,1827,"
社长:少年!谢谢你救了我,在我最需要帮助的时候救了我!这恩情我不会忘的...对了!这礼物可不能忘了!就给你这个好吗?",0x03D7CD,1714,0x03D7CB,ascii,I have to thank youin some way! Maybe this will do!,pending_semantic_review,
0x03CF62,0x03DF7C,1828,"
得到大师球",0x03D83E,1718,0x03D83E,ascii,Recieved MasterballThat will catch anyPok@mon without fail! Use it wisely,pending_semantic_review,
0x03CF64,0x03DF88,1829,"
空手道:还不想说道歉吗?",0x03D801,1715,0x03D801,ascii,I hear you're good!Show me!,pending_semantic_review,
0x03CF66,0x03DFA0,1830,"
空手道:这里是全国格斗家所聚集的道馆啊!",0x03D81D,1716,0x03D81D,ascii,I give up,pending_semantic_review,
0x03CF68,0x03DFC8,1831,"
跆拳道:听说你很强,那我就不客气了!!",0x03D8AF,1721,0x03D8AF,ascii,Nothing scares me!,pending_semantic_review,
0x03CF6A,0x03DFEC,1832,"
空手道:大当家是格斗家之神,想挑战你要有相当的觉悟啊!",0x03D8C2,1722,0x03D8C2,ascii,Only psychic power scares us!,pending_semantic_review,
0x03CF6C,0x03E021,1833,"
空手道:硬的东西一点都不可怕!",0x03D8E0,1723,0x03D8E0,ascii,Hoargh!,pending_semantic_review,
0x03CF6E,0x03E03F,1834,"
空手道:格斗家害怕的是超能力",0x03D8E8,1724,0x03D8E8,ascii,"Ow,Stubbed fingers!",pending_semantic_review,
0x03CF70,0x03E05C,1835,"
跆拳道:你想踢馆啊?",0x03D88B,1719,0x03D88B,ascii,Our Master's a pro!,pending_semantic_review,
0x03CF72,0x03E070,1836,"
空手道:格斗家害怕的是超能力",0x03D89F,1720,0x03D89F,ascii,Judge! 1 point!,pending_semantic_review,
0x03CF74,0x03E08D,1837,"
二当家:我是这个道馆的二当家,你想踢馆!那不能饶恕你!!看招",0x03D8FC,1725,0x03D8FC,ascii,Take your shoes off,pending_semantic_review,
0x03CF76,0x03E0C6,1838,"
二当家:看大当家怎么对付你!!",0x03D910,1726,0x03D910,ascii,You wait 'til you see our master!,pending_semantic_review,
0x03CF78,0x03E0E3,1839,"
大当家:我是这个道馆的大当家,你会后悔的!",0x03D933,1727,0x03D933,ascii,I am the Karate Master! Expect no mercy!,pending_semantic_review,
0x03CF7A,0x03E10C,1840,"
大当家:我输了...你千万别摘我的招牌,不如我送给你我最珍贵的怪兽吧...你是喜欢空手道还是跆拳道??",0x03D960,1728,0x03D960,ascii,"Indeed I have lost!As your trophy, I will give you a prized Fighting Pok@mon! Whichever one you like!",pending_semantic_review,
0x03CF7C,0x03E16A,1841,"
得到艾比郎",0x03D9CD,1729,0x03D9CD,ascii,Got Hitmonchan!,pending_semantic_review,
0x03CF7E,0x03E176,1842,"
裁判:未来的冠军!娜梅的精灵是使用超能力的...格斗系的攻击是没用的!",0x03D9EC,1731,0x03D9EC,ascii,Yo Champ! Sabrina'sPok@mon are Psychictypes.Fighting Pok@mon have no chance!,pending_semantic_review,
0x03CF80,0x03E1B8,1843,"
超能力:娜梅年纪轻轻就掌管这个金黄道馆实力不容小看!",0x03DA39,1732,0x03DA39,ascii,Sabrina's young butvery strong!,pending_semantic_review,
0x03CF82,0x03E1EC,1844,"
超能力:告诉你吧,曾经金黄市有两个道馆,隔壁的道馆在比赛中输了...",0x03DA59,1733,0x03DA59,ascii,I lost my concentr-ation!,pending_semantic_review,
0x03CF84,0x03E22C,1845,"
精神师:你知道吗?精灵只靠力量是不会赢的!",0x03DA73,1734,0x03DA73,ascii,Power alone isn't enough!,pending_semantic_review,
0x03CF86,0x03E255,1846,"
超能力:我怎么会输呢?",0x03DA8E,1735,0x03DA8E,ascii,Sabrina wiped out the Karate Master next door!,pending_semantic_review,
0x03CF88,0x03E26B,1847,"
精神师:使用看不到的力量就是使用不超能力!",0x03DABF,1736,0x03DABF,ascii,Does our unseen power scare you?,pending_semantic_review,
0x03CF8A,0x03E295,1848,"
超能力:有这样的事?",0x03DAE3,1737,0x03DAE3,ascii,I never foresaw this!,pending_semantic_review,
0x03CF8C,0x03E2A9,1849,"
超能力:娜梅比我还年轻啊...",0x03DAFC,1738,0x03DAFC,ascii,"Sabrina is younger,but I respect her.",pending_semantic_review,
0x03CF8E,0x03E2C5,1850,"
超能力:想赢娜梅的话必须要有强大的念力!",0x03DB22,1739,0x03DB22,ascii,The one of strongerwill wins!,pending_semantic_review,
0x03CF90,0x03E2ED,1851,"
超能力:精灵性格会像主人你知道吗?",0x03DB40,1740,0x03DB40,ascii,We're famous for our psychics!,pending_semantic_review,
0x03CF92,0x03E30F,1852,"
超能力:嗯...看来你明白啊",0x03DB61,1741,0x03DB61,ascii,I foresaw this loss,pending_semantic_review,
0x03CF94,0x03E329,1853,"
精神师:哦,你不想学超能力吗?",0x03DBB5,1744,0x03DBB5,ascii,Our Pok@mon shall fight!,pending_semantic_review,
0x03CF96,0x03E346,1854,"
超能力:不想学就算了...",0x03DBCF,1745,0x03DBCF,ascii,I lost after all!,pending_semantic_review,
0x03CF98,0x03E35E,1855,"
超能力:你想见娜梅吧",0x03DB75,1742,0x03DB75,ascii,I can read your mind!,pending_semantic_review,
0x03CF9A,0x03E373,1856,"
超能力:我不会阻止你的",0x03DB8E,1743,0x03DB8E,ascii,You want Sabrina's Gym badge!I see it!,pending_semantic_review,
0x03CF9C,0x03E38A,1857,"
娜梅:我有预感你会来,我是超能力少女,我不喜欢战斗,不过我可以让你看看我的厉害!",0x03DBE1,1746,0x03DBE1,ascii,"I had a vision of your arrival! I dislike fighting, but I will show youmy powers!",pending_semantic_review,
0x03CF9E,0x03E3D7,1858,"
娜梅:好吧金色徽章就给你吧!还有技能机器40也拿去吧.技能机器40是精神波动!强大的念力使对方受到巨大的伤害",0x03DC38,1747,0x03DC38,ascii,A loss is a loss. You have earned theMarshbadge. Please take this TM too.,pending_semantic_review,
0x03CFA0,0x03E43D,1859,"
得到金色徽章",0x03DC83,1748,0x03DC83,ascii,Got TM 40!,pending_semantic_review,
0x03CFA2,0x03E44B,1860,"
得到技能机器40",0x03DC8E,1749,0x03DC8E,ascii,That TM teaches Psybeam.,pending_semantic_review,
0x03CFA4,0x03E45B,1861,"
游泳男:和我一起玩吧!",0x03DE9F,1771,0x03DE9F,ascii,Cinnabar has a lab for Pok@mon.,pending_semantic_review,
0x03CFA6,0x03E471,1862,"
游泳男:对不起,我知道你很忙",0x03DEBF,1772,0x03DEBF,ascii,Cinnabar is a volc-anic island!,pending_semantic_review,
0x03CFA8,0x03E48D,1863,"
游泳男:大海是所有生命的源泉",0x03DDCC,1763,0x03DDCC,ascii,Check out my buff physique!,pending_semantic_review,
0x03CFAA,0x03E4AA,1864,"
游泳男:我明白了!你说的都是对的",0x03DDE9,1764,0x03DDE9,ascii,I should buff my Pok@mon up too!,pending_semantic_review,
0x03CFAC,0x03E4CA,1865,"
游泳男:没见过的面孔",0x03D667,1697,0x03D667,ascii,What's beyond the horizon?,pending_semantic_review,
0x03CFAE,0x03E4DF,1866,"
游泳男:你是我见过最强的训练师",0x03D683,1698,0x03D683,ascii,I see islands!,pending_semantic_review,
0x03CFB0,0x03E4FE,1867,"
游泳男:说什么也不能让你过去",0x03D6E0,1703,0x03D6E0,ascii,These waters are treacherous!,pending_semantic_review,
0x03CFB2,0x03E51B,1868,"
游泳男:和你开玩笑的",0x03D700,1704,0x03D700,ascii,I got a cramp!,pending_semantic_review,
0x03CFB4,0x03E530,1869,"
游泳男:哈哈哈...",0x03D6B5,1701,0x03D6B5,ascii,"I swam here,but I'mtired.",pending_semantic_review,
0x03CFB6,0x03E542,1870,"
游泳男:没什么",0x03D6CF,1702,0x03D6CF,ascii,I'm exhausted...,pending_semantic_review,
0x03CFB8,0x03E551,1871,"
游泳男:你惹火了我!",0x03D70F,1705,0x03D70F,ascii,I look at the sea to forget.,pending_semantic_review,
0x03CFBA,0x03E565,1872,"
游泳男:我的火灭了...",0x03D72D,1706,0x03D72D,ascii,Ooh!,pending_semantic_review,
0x03CFBC,0x03E57B,1873,"
游泳女:不要盯着人家看!",0x03DE2C,1767,0x03DE2C,ascii,My boyfriend gave me pearls!,pending_semantic_review,
0x03CFBE,0x03E593,1874,"
游泳女:请随便看",0x03DE4A,1768,0x03DE4A,ascii,They grew inside a Cloyster!,pending_semantic_review,
0x03CFC0,0x03E5A4,1875,"
游泳女:你想干什么?",0x03DE67,1769,0x03DE67,ascii,I'm swimming to Cinnabar Island!,pending_semantic_review,
0x03CFC2,0x03E5B8,1876,"
游泳女:想干什么都可以啦",0x03DE8B,1770,0x03DE8B,ascii,I'm so disappointed,pending_semantic_review,
0x03CFC4,0x03E5D1,1877,"
游泳女:你要去哪里?",0x03DE0C,1765,0x03DE0C,ascii,I rode my Pok@mon here!,pending_semantic_review,
0x03CFC6,0x03E5E5,1878,"
游泳女:你去哪里我管不着...",0x03DE25,1766,0x03DE25,ascii,Oh no!,pending_semantic_review,
0x03CFC8,0x03E601,1879,"
游泳男:我比你长的帅!",0x03DDA3,1761,0x03DDA3,ascii,Are you on vacationtoo?,pending_semantic_review,
0x03CFCA,0x03E617,1880,"
游泳男:原来你长的比我还帅啊!",0x03DDBB,1762,0x03DDBB,ascii,No mercy at all!,pending_semantic_review,
0x03CFCC,0x03E635,1881,"
游泳男:不要和我开玩笑",0x03D767,1709,0x03D767,ascii,I have to warm up before swimming!,pending_semantic_review,
0x03CFCE,0x03E64C,1882,"
游泳男:对不起...",0x03D78B,1710,0x03D78B,ascii,All warmed up!,pending_semantic_review,
0x03CFD0,0x03E65E,1883,"
游泳男:水系精灵也有防御力高的哦",0x03D79A,1711,0x03D79A,ascii,The water's shallowhere.,pending_semantic_review,
0x03CFD2,0x03E67F,1884,"
游泳男:不错,高防御你都有办法对付...",0x03D7B3,1712,0x03D7B3,ascii,Spash!,pending_semantic_review,
0x03CFD4,0x03E6A4,1885,"
游泳女:不要愁眉苦脸的",0x03D64A,1695,0x03D64A,ascii,I love swimming!,pending_semantic_review,
0x03CFD6,0x03E6BB,1886,"
游泳女:和我约会吧",0x03D65B,1696,0x03D65B,ascii,Belly flop!,pending_semantic_review,
0x03CFD8,0x03E6CE,1887,"
游泳女:再看我揍你!",0x03D692,1699,0x03D692,ascii,Swimming's great!,pending_semantic_review,
0x03CFDA,0x03E6E2,1888,"
游泳女:我不敢了!",0x03D6A4,1700,0x03D6A4,ascii,Sunburns aren't!,pending_semantic_review,
0x03CFDC,0x03E6F4,1889,"
游泳女",0x03D732,1707,0x03D732,ascii,"Oh,I love your ride",pending_semantic_review,
0x03CFDE,0x03E6FC,1890,"
游泳女",0x03D746,1708,0x03D746,ascii,Must be fun to rideyour Pok@mon!,pending_semantic_review,
0x03CFE0,0x03E704,1891,"
急冻鸟:......",0x03DD77,1758,0x03DD77,ascii,Articuno: Gyaoo!,pending_semantic_review,
0x03CFE2,0x03E713,1892,"
滑雪女:你到过双子岛吗?",0x03DD27,1754,0x03DD27,ascii,Seafoam's a quiet getaway.,pending_semantic_review,
