surface,stable_key,domain,source_text,previous_english,reviewed_english,status,review_class,reason,encoded_length,layout
catalogue,MAIN:0x03D6E0,dialogue,游泳男:说什么也不能让你过去,SWIM BOY: You won't pass!,You won't pass!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",15,dialogue_19_19
catalogue,MAIN:0x03D700,dialogue,游泳男:和你开玩笑的,SWIM BOY: Kidding!,I was kidding!,corrected,natural_english+contextual_label_omission,"Turns a gerund fragment into a sentence. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",14,dialogue_19_19
catalogue,MAIN:0x03D70F,dialogue,游泳男:你惹火了我!,SWIM BOY: You angered me!,You angered me!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",15,dialogue_19_19
catalogue,MAIN:0x03D72D,dialogue,游泳男:我的火灭了...,M.SWIM: My flame died...,My fire has gone out...,corrected,natural_english+contextual_label_omission,"Uses the natural idiom for the extinguished flame. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",25,dialogue_19_19
catalogue,MAIN:0x03D732,dialogue,游泳女,F.SWIM: ...,...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",3,dialogue_19_19
catalogue,MAIN:0x03D746,dialogue,游泳女,F.SWIM: ...,...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",3,dialogue_19_19
catalogue,MAIN:0x03D767,dialogue,游泳男:不要和我开玩笑,M.SWIM: Don't mock me.,Don't mock me.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",14,dialogue_19_19
catalogue,MAIN:0x03D78B,dialogue,游泳男:对不起...,M.SWIM: Sorry...,Sorry...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",8,dialogue_19_19
catalogue,MAIN:0x03D79A,dialogue,游泳男:水系精灵也有防御力高的哦,M.SWIM: Some Water-types have high Defense.,Some Water-types have high Defense.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",37,dialogue_19_19
catalogue,MAIN:0x03D7B3,dialogue,"游泳男:不错,高防御你都有办法对付...",M.SWIM: Nice! High Defense can't stop you...,Not bad! Even high Defense can't stop you...,corrected,natural_english+contextual_label_omission,"Restores the contrast and explicit subject. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",44,dialogue_19_19
catalogue,MAIN:0x03D7BA,dialogue,游泳男:我怎么都要让你知道...,M.SWIM: I'll make you see...,"I'll make you understand, no matter what...",corrected,natural_english+contextual_label_omission,"Completes the source determination clause. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",52,dialogue_19_19
catalogue,MAIN:0x03D7CB,dialogue,"社长:少年!谢谢你救了我,在我最需要帮助的时候救了我!这恩情我不会忘的...对了!这礼物可不能忘了!就给你这个好吗?","PRES: Boy, thanks! You saved me in my hour of need. I won't forget. Take this gift!","Thank you, young man! You saved me when I needed help most. I won't forget it. Take this gift!",corrected,natural_english+contextual_label_omission,"Expands the unclear speaker abbreviation and keeps the source gratitude. Omits the contextual one-speaker label 'PRESIDENT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",105,dialogue_19_19
catalogue,MAIN:0x03D801,dialogue,空手道:还不想说道歉吗?,KARATE: No apology yet?,You still won't apologize?,corrected,natural_english+contextual_label_omission,"Restores the complete question and uses the official Gen I trainer class. Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",29,dialogue_19_19
catalogue,MAIN:0x03D81D,dialogue,空手道:这里是全国格斗家所聚集的道馆啊!,KARATE: This dojo draws fighters nationwide!,This dojo draws fighters nationwide!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",49,dialogue_19_19
catalogue,MAIN:0x03D827,dialogue,火箭队:小鬼滚一边去!!,"TEAM ROCKET: Move, brat!","Move, brat!",corrected,contextual_label_omission,"Omits the contextual one-speaker label 'TEAM ROCKET', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",11,dialogue_19_19
catalogue,MAIN:0x03D83E,dialogue,得到大师球,Got Master Ball!,Got Master Ball!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",16,dialogue_19_19
catalogue,MAIN:0x03D88B,dialogue,跆拳道:你想踢馆啊?,TAEKWONDO: Challenge our dojo?,Challenge our dojo?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'TAEKWONDO', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",19,dialogue_19_19
catalogue,MAIN:0x03D89F,dialogue,空手道:格斗家害怕的是超能力,KARATE: Fighters fear psychic power.,Fighters fear psychic power.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",33,dialogue_19_19
catalogue,MAIN:0x03D8AF,dialogue,"跆拳道:听说你很强,那我就不客气了!!",TAEKWONDO: Heard you're strong. No mercy!,"I heard you're strong, so I won't hold back!",corrected,natural_english+contextual_label_omission,"Restores the omitted subject and causal link. Omits the contextual one-speaker label 'TAEKWONDO', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",48,dialogue_19_19
catalogue,MAIN:0x03D8C2,dialogue,"空手道:大当家是格斗家之神,想挑战你要有相当的觉悟啊!","KARATE: Our master, god of combat! Face him prepared!",Our master is a god of combat! Be ready before you face him!,corrected,natural_english+contextual_label_omission,"Restores the missing copula and natural warning while using the official Gen I class; the separately labelled dojo Master remains MASTER. Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",61,dialogue_19_19
catalogue,MAIN:0x03D8E0,dialogue,空手道:硬的东西一点都不可怕!,KARATE: Hard things never scare me!,Nothing hard scares me!,corrected,natural_english+contextual_label_omission,"Uses a complete natural rendering of the source boast and official Gen I class. Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",22,dialogue_19_19
catalogue,MAIN:0x03D8E8,dialogue,空手道:格斗家害怕的是超能力,KARATE: Fighters fear psychic power.,Fighters fear psychic power.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",33,dialogue_19_19
catalogue,MAIN:0x03D8FC,dialogue,"二当家:我是这个道馆的二当家,你想踢馆!那不能饶恕你!!看招",DEPUTY: Dojo No. 2! You challenge us? Unforgivable! Take this!,I'm the dojo's second-in-command! How dare you challenge us! I won't forgive you. Take this!,corrected,natural_english+contextual_label_omission,"Corrects the source role and uses complete natural challenge clauses. Omits the contextual one-speaker label 'DEPUTY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",105,dialogue_19_19
catalogue,MAIN:0x03D910,dialogue,二当家:看大当家怎么对付你!!,DEPUTY: Wait till you see our Master! I'm small fry!,Wait until our Master deals with you!,corrected,natural_english+contextual_label_omission,"Removes an unsupported self-deprecating addition. Omits the contextual one-speaker label 'DEPUTY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",42,dialogue_19_19
catalogue,MAIN:0x03D933,dialogue,"大当家:我是这个道馆的大当家,你会后悔的!",MASTER: I'm the Karate Master and Leader! Expect no mercy!,I'm this dojo's Master. You'll regret challenging me!,corrected,natural_english+contextual_label_omission,"Restores the source role and threat without adding mercy. Omits the contextual one-speaker label 'MASTER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",60,dialogue_19_19
catalogue,MAIN:0x03D960,dialogue,"大当家:我输了...你千万别摘我的招牌,不如我送给你我最珍贵的怪兽吧...你是喜欢空手道还是跆拳道??",MASTER: I lost... Spare my sign! Take my prized Pokémon. Karate or taekwondo?,I lost... Spare my sign! Take my prized Pokémon. Karate or taekwondo?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'MASTER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",86,dialogue_19_19
catalogue,MAIN:0x03D9CD,dialogue,得到艾比郎,Got Hitmonchan!,Got Hitmonchan!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x03D9DD,dialogue,得到沙瓦郎,Got Hitmonlee!,Got Hitmonlee!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",14,dialogue_19_19
catalogue,MAIN:0x03D9EC,dialogue,裁判:未来的冠军!娜梅的精灵是使用超能力的...格斗系的攻击是没用的!,GUIDE: Future Champ! Sabrina uses psychic power. Fighting Pokémon are weak to it!,Future Champ! Sabrina uses psychic power. Fighting Pokémon are weak to it!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GUIDE', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",91,dialogue_19_19
catalogue,MAIN:0x03DA39,dialogue,超能力:娜梅年纪轻轻就掌管这个金黄道馆实力不容小看!,PSY: Young Sabrina leads Saffron Gym. Don't underrate her!,Young Sabrina leads Saffron Gym. Don't underrate her!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'PSYCHIC', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",52,dialogue_19_19
catalogue,MAIN:0x03DA59,dialogue,"超能力:告诉你吧,曾经金黄市有两个道馆,隔壁的道馆在比赛中输了...",PSY: Saffron had two Gyms. Next-door Gym lost...,Saffron once had two Gyms. The dojo next door was defeated...,corrected,natural_english+contextual_label_omission,"Restores the complete history and full speaker class. Omits the contextual one-speaker label 'PSYCHIC', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",68,dialogue_19_19
catalogue,MAIN:0x03DA73,dialogue,精神师:你知道吗?精灵只靠力量是不会赢的!,PSYCHIC: You know that power alone isn't enough!,You know that power alone isn't enough!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'PSYCHIC', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",38,dialogue_19_19
catalogue,MAIN:0x03DA8E,dialogue,超能力:我怎么会输呢?,PSY: How did I lose?,How did I lose?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'PSYCHIC', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",15,dialogue_19_19
catalogue,MAIN:0x03DABF,dialogue,精神师:使用看不到的力量就是使用不超能力!,PSY: Psychic power is unseen force!,Psychic power is an unseen force!,corrected,natural_english+contextual_label_omission,"Restores the missing article and full speaker class. Omits the contextual one-speaker label 'PSYCHIC', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",32,dialogue_19_19
catalogue,MAIN:0x03DAE3,dialogue,超能力:有这样的事?,PSY: How can this be?,How can this be?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'PSYCHIC', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",16,dialogue_19_19
catalogue,MAIN:0x03DAFC,dialogue,超能力:娜梅比我还年轻啊...,PSY: Sabrina is younger than me...,Sabrina is younger than me...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'PSYCHIC', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",29,dialogue_19_19
