stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,script_line,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,french_v2_gloss,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,encoded_length,source_capacity_bytes,compression,compression_justification,fidelity_comment,secondary_french_provenance,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x03D732,MAIN,1705,D0833,In-game dialogue,0x03D732,3168,0x03CFDC,0x03CFDC,dialogue_19_19,,1889,0x03E6F3,游泳女,ascii,"Oh,I love your ride",...,...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,3,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Compact direct rendering from Chinese; the reviewed Chinese source contains only the female swimmer label, so an ellipsis is used without inventing the old bicycle claim. Full-text review: Normalizes nonstandard speaker abbreviation 'SWIMMER GIRL:' to 'SWIMMER:'.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D746,MAIN,1706,D0834,In-game dialogue,0x03D746,3169,0x03CFDE,0x03CFDE,dialogue_19_19,,1890,0x03E6FB,游泳女,ascii,Must be fun to rideyour Pok@mon!,...,...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,3,32,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; the reviewed Chinese source again contains only the female swimmer label; the unrelated old sentence is not reintroduced. Full-text review: Normalizes nonstandard speaker abbreviation 'SWIMMER GIRL:' to 'SWIMMER:'.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D767,MAIN,1707,D0835,In-game dialogue,0x03D767,3174,0x03CFCC,0x03CFCC,dialogue_19_19,,1881,0x03E634,游泳男:不要和我开玩笑,ascii,I have to warm up before swimming!,"Ne te moque pas
de moi !",Don't mock me.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,14,35,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly conveys the swimmer's demand that the player stop mocking him. Full-text review: Normalizes nonstandard speaker abbreviation 'M.SWIM:' to 'SWIMMER:'.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D78B,MAIN,1708,D0836,In-game dialogue,0x03D78B,3175,0x03CFCE,0x03CFCE,dialogue_19_19,,1882,0x03E64B,游泳男:对不起...,ascii,All warmed up!,Désolé...,Sorry...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,8,14,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; preserves the swimmer's brief apology and trailing hesitation. Full-text review: Normalizes nonstandard speaker abbreviation 'M.SWIM:' to 'SWIMMER:'.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D79A,MAIN,1709,D0837,In-game dialogue,0x03D79A,3176,0x03CFD0,0x03CFD0,dialogue_19_19,,1883,0x03E65D,游泳男:水系精灵也有防御力高的哦,ascii,The water's shallowhere.,Certains Pokémon Eau ont une Défense élevée.,Some Water-types have high Defense.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,37,24,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; restores the gameplay observation that some Water-type Pokémon have high Defense. Full-text review: Normalizes nonstandard speaker abbreviation 'M.SWIM:' to 'SWIMMER:'.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D7B3,MAIN,1710,D0838,In-game dialogue,0x03D7B3,5881,0x03CFD2,0x03CFD2,dialogue_19_19,,1884,0x03E67E,"游泳男:不错,高防御你都有办法对付...",ascii,Spash!,Même la Défense cède devant toi...,Not bad! Even high Defense can't stop you...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,44,6,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the contrast and explicit subject. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D7BA,MAIN,1711,D0839,In-game dialogue,0x03D7BA,3177,0x03CFEE,0x03CFEE,dialogue_19_19,,1898,0x03E7AA,游泳男:我怎么都要让你知道...,ascii,I love floating.,Tu vas comprendre !,"I'll make you understand, no matter what...",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,52,16,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Completes the source determination clause. Omits the contextual one-speaker label 'SWIMMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D7CB,MAIN,1712,D0840,In-game dialogue,0x03D7CB,3178,0x03CF60,0x03CF60,dialogue_19_19,PRESIDENT,1827,0x03DF0F,"社长:少年!谢谢你救了我,在我最需要帮助的时候救了我!这恩情我不会忘的...对了!这礼物可不能忘了!就给你这个好吗?",ascii,I have to thank youin some way! Maybe this will do!,"PRÉSIDENT :
Merci, mon garçon !
Tu m'as sauvé !
Juste à temps !
Je ne l'oublierai !
Prends ce cadeau !","Thank you, young man! You saved me when I needed help most. I won't forget it. Take this gift!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,105,53,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Expands the unclear speaker abbreviation and keeps the source gratitude. Omits the contextual one-speaker label 'PRESIDENT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D801,MAIN,1713,D0841,In-game dialogue,0x03D801,3196,0x03CF64,0x03CF64,dialogue_19_19,,1829,0x03DF87,空手道:还不想说道歉吗?,ascii,I hear you're good!Show me!,Toujours pas d'excuses ?,You still won't apologize?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,29,27,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the complete question and uses the official Gen I trainer class. Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D81D,MAIN,1714,D0842,In-game dialogue,0x03D81D,3197,0x03CF66,0x03CF66,dialogue_19_19,,1830,0x03DF9F,空手道:这里是全国格斗家所聚集的道馆啊!,ascii,I give up,Les meilleurs combattants du pays sont ici !,This dojo draws fighters nationwide!,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,49,9,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail. Full-text review: Normalizes nonstandard speaker abbreviation 'KARATEKA:' to 'BLACK BELT:'.,adapted from official French R/B/Y dialogue,,,,
MAIN:0x03D827,MAIN,1715,D0843,In-game dialogue,0x03D827,6655,0x03CEFC,0x03CEFC,dialogue_19_19,TEAM ROCKET,1777,0x03D826,火箭队:小鬼滚一边去!!,graphical_codes,<B5A2><B5A3><B5A4>:<B0B6><B7B2><B9E7><B1D1><B4D5><B0C7>!!,"TEAM ROCKET :
Dégage, morveux !","Move, brat!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,11,21,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly restores Team Rocket's order for the child to get out of the way.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D83E,MAIN,1716,D0844,In-game dialogue,0x03D83E,3205,0x03CF62,0x03CF62,dialogue_19_19,,1828,0x03DF7B,得到大师球,ascii,Recieved MasterballThat will catch anyPok@mon without fail! Use it wisely,Master Ball reçue !,Got Master Ball!,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,16,76,yes,Removed redundant English connective wording and tightened syntax for ROM space; uses the official item name for the clearly identified Master Ball acquisition.,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,adapted from official French R/B/Y dialogue,,,,
MAIN:0x03D88B,MAIN,1717,D0845,In-game dialogue,0x03D88B,3210,0x03CF70,0x03CF70,dialogue_19_19,,1835,0x03E05B,跆拳道:你想踢馆啊?,ascii,Our Master's a pro!,Tu viens défier notre dojo ?,Challenge our dojo?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; renders the martial-arts idiom as a direct challenge to the dojo.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D89F,MAIN,1718,D0846,In-game dialogue,0x03D89F,3215,0x03CF72,0x03CF72,dialogue_19_19,,1836,0x03E06F,空手道:格斗家害怕的是超能力,ascii,Judge! 1 point!,"Seul le type Psy
nous fait peur !",Fighters fear psychic power.,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,33,15,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail. Full-text review: Normalizes nonstandard speaker abbreviation 'KARATEKA:' to 'BLACK BELT:'.,adapted from official French R/B/Y dialogue,,,,
MAIN:0x03D8AF,MAIN,1719,D0847,In-game dialogue,0x03D8AF,3219,0x03CF68,0x03CF68,dialogue_19_19,,1831,0x03DFC7,"跆拳道:听说你很强,那我就不客气了!!",ascii,Nothing scares me!,"Tu serais fort ? Alors, aucune pitié !","I heard you're strong, so I won't hold back!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,48,18,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject and causal link. Omits the contextual one-speaker label 'TAEKWONDO', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D8C2,MAIN,1720,D0848,In-game dialogue,0x03D8C2,3224,0x03CF6A,0x03CF6A,dialogue_19_19,,1832,0x03DFEB,"空手道:大当家是格斗家之神,想挑战你要有相当的觉悟啊!",ascii,Only psychic power scares us!,"Notre Maître ?
Le dieu du combat !
Tu veux le défier ?
Prépare-toi !",Our master is a god of combat! Be ready before you face him!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,61,29,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the missing copula and natural warning while using the official Gen I class; the separately labelled dojo Master remains MASTER. Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03D8E0,MAIN,1721,D0849,In-game dialogue,0x03D8E0,5882,0x03CF6C,0x03CF6C,dialogue_19_19,,1833,0x03E020,空手道:硬的东西一点都不可怕!,ascii,Hoargh!,"Les pierres ?
Même pas peur !",Nothing hard scares me!,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,22,7,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses a complete natural rendering of the source boast and official Gen I class. Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",adapted from official French R/B/Y dialogue,,,,
MAIN:0x03D8E8,MAIN,1722,D0850,In-game dialogue,0x03D8E8,3234,0x03CF6E,0x03CF6E,dialogue_19_19,,1834,0x03E03E,空手道:格斗家害怕的是超能力,ascii,"Ow,Stubbed fingers!","Seul le type Psy
nous fait peur !",Fighters fear psychic power.,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,33,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail. Full-text review: Normalizes nonstandard speaker abbreviation 'KARATEKA:' to 'BLACK BELT:'.,adapted from official French R/B/Y dialogue,,,,
